Value; Square root
50.660000;7.117584
50.670000;7.118286
50.680000;7.118989
50.690000;7.119691
50.700000;7.120393
50.710000;7.121095
50.720000;7.121798
50.730000;7.122500
50.740000;7.123202
50.750000;7.123903
50.760000;7.124605
50.770000;7.125307
50.780000;7.126009
50.790000;7.126710
50.800000;7.127412
50.810000;7.128113
50.820000;7.128815
50.830000;7.129516
50.840000;7.130217
50.850000;7.130919
50.860000;7.131620
50.870000;7.132321
50.880000;7.133022
50.890000;7.133723
50.900000;7.134424
50.910000;7.135124
50.920000;7.135825
50.930000;7.136526
50.940000;7.137226
50.950000;7.137927
50.960000;7.138627
50.970000;7.139328
50.980000;7.140028
50.990000;7.140728
51.000000;7.141428
51.010000;7.142129
51.020000;7.142829
51.030000;7.143529
51.040000;7.144228
51.050000;7.144928
51.060000;7.145628
51.070000;7.146328
51.080000;7.147027
51.090000;7.147727
51.100000;7.148426
51.110000;7.149126
51.120000;7.149825
51.130000;7.150524
51.140000;7.151224
51.150000;7.151923
51.160000;7.152622
51.170000;7.153321
51.180000;7.154020
51.190000;7.154719
51.200000;7.155418
51.210000;7.156116
51.220000;7.156815
51.230000;7.157514
51.240000;7.158212
51.250000;7.158911
51.260000;7.159609
51.270000;7.160307
51.280000;7.161006
51.290000;7.161704
51.300000;7.162402
51.310000;7.163100
51.320000;7.163798
51.330000;7.164496
51.340000;7.165194
51.350000;7.165891
51.360000;7.166589
51.370000;7.167287
51.380000;7.167984
51.390000;7.168682
51.400000;7.169379
51.410000;7.170077
51.420000;7.170774
51.430000;7.171471
51.440000;7.172168
51.450000;7.172866
51.460000;7.173563
51.470000;7.174260
51.480000;7.174956
51.490000;7.175653
51.500000;7.176350
51.510000;7.177047
51.520000;7.177743
51.530000;7.178440
51.540000;7.179136
51.550000;7.179833
51.560000;7.180529
51.570000;7.181226
51.580000;7.181922
51.590000;7.182618
51.600000;7.183314
51.610000;7.184010
51.620000;7.184706
51.630000;7.185402
51.640000;7.186098
51.650000;7.186793
51.660000;7.187489
51.670000;7.188185
51.680000;7.188880
51.690000;7.189576
51.700000;7.190271
51.710000;7.190967
51.720000;7.191662
51.730000;7.192357
51.740000;7.193052
51.750000;7.193747
51.760000;7.194442
51.770000;7.195137
51.780000;7.195832
51.790000;7.196527
51.800000;7.197222
51.810000;7.197916
51.820000;7.198611
51.830000;7.199306
51.840000;7.200000
51.850000;7.200694
51.860000;7.201389
51.870000;7.202083
51.880000;7.202777
51.890000;7.203471
51.900000;7.204165
51.910000;7.204859
51.920000;7.205553
51.930000;7.206247
51.940000;7.206941
51.950000;7.207635
51.960000;7.208329
51.970000;7.209022
51.980000;7.209716
51.990000;7.210409
52.000000;7.211103
52.010000;7.211796
52.020000;7.212489
52.030000;7.213182
52.040000;7.213876
52.050000;7.214569
52.060000;7.215262
52.070000;7.215955
52.080000;7.216647
52.090000;7.217340
52.100000;7.218033
52.110000;7.218726
52.120000;7.219418
52.130000;7.220111
52.140000;7.220803
52.150000;7.221496
52.160000;7.222188
52.170000;7.222880
52.180000;7.223573
52.190000;7.224265
52.200000;7.224957
52.210000;7.225649
52.220000;7.226341
52.230000;7.227033
52.240000;7.227724
52.250000;7.228416
52.260000;7.229108
52.270000;7.229799
52.280000;7.230491
52.290000;7.231182
52.300000;7.231874
52.310000;7.232565
52.320000;7.233257
52.330000;7.233948
52.340000;7.234639
52.350000;7.235330
52.360000;7.236021
52.370000;7.236712
52.380000;7.237403
52.390000;7.238094
52.400000;7.238784
52.410000;7.239475
52.420000;7.240166
52.430000;7.240856
52.440000;7.241547
52.450000;7.242237
52.460000;7.242928
52.470000;7.243618
52.480000;7.244308
52.490000;7.244998
52.500000;7.245688
52.510000;7.246378
52.520000;7.247068
52.530000;7.247758
52.540000;7.248448
52.550000;7.249138
52.560000;7.249828
52.570000;7.250517
52.580000;7.251207
52.590000;7.251896
52.600000;7.252586
52.610000;7.253275
52.620000;7.253964
52.630000;7.254654
52.640000;7.255343
52.650000;7.256032
52.660000;7.256721
52.670000;7.257410
52.680000;7.258099
52.690000;7.258788
52.700000;7.259477
52.710000;7.260165
52.720000;7.260854
52.730000;7.261543
52.740000;7.262231
52.750000;7.262920
52.760000;7.263608
52.770000;7.264296
52.780000;7.264985
52.790000;7.265673
52.800000;7.266361
52.810000;7.267049
52.820000;7.267737
52.830000;7.268425
52.840000;7.269113
52.850000;7.269801
52.860000;7.270488
52.870000;7.271176
52.880000;7.271864
52.890000;7.272551
52.900000;7.273239
52.910000;7.273926
52.920000;7.274613
52.930000;7.275301
52.940000;7.275988
52.950000;7.276675
52.960000;7.277362
52.970000;7.278049
52.980000;7.278736
52.990000;7.279423
53.000000;7.280110
53.010000;7.280797
53.020000;7.281483
53.030000;7.282170
53.040000;7.282857
53.050000;7.283543
53.060000;7.284230
53.070000;7.284916
53.080000;7.285602
53.090000;7.286288
53.100000;7.286975
53.110000;7.287661
53.120000;7.288347
53.130000;7.289033
53.140000;7.289719
53.150000;7.290405
53.160000;7.291090
53.170000;7.291776
53.180000;7.292462
53.190000;7.293147
53.200000;7.293833
53.210000;7.294518
53.220000;7.295204
53.230000;7.295889
53.240000;7.296575
53.250000;7.297260
53.260000;7.297945
53.270000;7.298630
53.280000;7.299315
53.290000;7.300000
53.300000;7.300685
53.310000;7.301370
53.320000;7.302055
53.330000;7.302739
53.340000;7.303424
53.350000;7.304108
53.360000;7.304793
53.370000;7.305477
53.380000;7.306162
53.390000;7.306846
53.400000;7.307530
53.410000;7.308215
53.420000;7.308899
53.430000;7.309583
53.440000;7.310267
53.450000;7.310951
53.460000;7.311635
53.470000;7.312318
53.480000;7.313002
53.490000;7.313686
53.500000;7.314369
53.510000;7.315053
53.520000;7.315736
53.530000;7.316420
53.540000;7.317103
53.550000;7.317787
53.560000;7.318470
53.570000;7.319153
53.580000;7.319836
53.590000;7.320519
53.600000;7.321202
53.610000;7.321885
53.620000;7.322568
53.630000;7.323251
53.640000;7.323933
53.650000;7.324616
53.660000;7.325299
53.670000;7.325981
53.680000;7.326664
53.690000;7.327346
53.700000;7.328028
53.710000;7.328711
53.720000;7.329393
53.730000;7.330075
53.740000;7.330757
53.750000;7.331439
53.760000;7.332121
53.770000;7.332803
53.780000;7.333485
53.790000;7.334167
53.800000;7.334848
53.810000;7.335530
53.820000;7.336212
53.830000;7.336893
53.840000;7.337575
53.850000;7.338256
53.860000;7.338937
53.870000;7.339619
53.880000;7.340300
53.890000;7.340981
53.900000;7.341662
53.910000;7.342343
53.920000;7.343024
53.930000;7.343705
53.940000;7.344386
53.950000;7.345066
53.960000;7.345747
53.970000;7.346428
53.980000;7.347108
53.990000;7.347789
54.000000;7.348469
54.010000;7.349150
54.020000;7.349830
54.030000;7.350510
54.040000;7.351190
54.050000;7.351871
54.060000;7.352551
54.070000;7.353231
54.080000;7.353911
54.090000;7.354590
54.100000;7.355270
54.110000;7.355950
54.120000;7.356630
54.130000;7.357309
54.140000;7.357989
54.150000;7.358668
54.160000;7.359348
54.170000;7.360027
54.180000;7.360706
54.190000;7.361386
54.200000;7.362065
54.210000;7.362744
54.220000;7.363423
54.230000;7.364102
54.240000;7.364781
54.250000;7.365460
54.260000;7.366139
54.270000;7.366817
54.280000;7.367496
54.290000;7.368175
54.300000;7.368853
54.310000;7.369532
54.320000;7.370210
54.330000;7.370889
54.340000;7.371567
54.350000;7.372245
54.360000;7.372923
54.370000;7.373602
54.380000;7.374280
54.390000;7.374958
54.400000;7.375636
54.410000;7.376313
54.420000;7.376991
54.430000;7.377669
54.440000;7.378347
54.450000;7.379024
54.460000;7.379702
54.470000;7.380379
54.480000;7.381057
54.490000;7.381734
54.500000;7.382412
54.510000;7.383089
54.520000;7.383766
54.530000;7.384443
54.540000;7.385120
54.550000;7.385797
54.560000;7.386474
54.570000;7.387151
54.580000;7.387828
54.590000;7.388505
54.600000;7.389181
54.610000;7.389858
54.620000;7.390534
54.630000;7.391211
54.640000;7.391887
54.650000;7.392564
54.660000;7.393240
54.670000;7.393916
54.680000;7.394593
54.690000;7.395269
54.700000;7.395945
54.710000;7.396621
54.720000;7.397297
54.730000;7.397973
54.740000;7.398649
54.750000;7.399324
54.760000;7.400000
54.770000;7.400676
54.780000;7.401351
54.790000;7.402027
54.800000;7.402702
54.810000;7.403378
54.820000;7.404053
54.830000;7.404728
54.840000;7.405403
54.850000;7.406079
54.860000;7.406754
54.870000;7.407429
54.880000;7.408104
54.890000;7.408779
54.900000;7.409453
54.910000;7.410128
54.920000;7.410803
54.930000;7.411478
54.940000;7.412152
54.950000;7.412827
54.960000;7.413501
54.970000;7.414176
54.980000;7.414850
54.990000;7.415524
55.000000;7.416198
55.010000;7.416873
55.020000;7.417547
55.030000;7.418221
55.040000;7.418895
55.050000;7.419569
55.060000;7.420243
55.070000;7.420916
55.080000;7.421590
55.090000;7.422264
55.100000;7.422937
55.110000;7.423611
55.120000;7.424284
55.130000;7.424958
55.140000;7.425631
55.150000;7.426305
55.160000;7.426978
55.170000;7.427651
55.180000;7.428324
55.190000;7.428997
55.200000;7.429670
55.210000;7.430343
55.220000;7.431016
55.230000;7.431689
55.240000;7.432362
55.250000;7.433034
55.260000;7.433707
55.270000;7.434380
55.280000;7.435052
55.290000;7.435725
55.300000;7.436397
55.310000;7.437069
55.320000;7.437742
55.330000;7.438414
55.340000;7.439086
55.350000;7.439758
55.360000;7.440430
55.370000;7.441102
55.380000;7.441774
55.390000;7.442446
55.400000;7.443118
55.410000;7.443789
55.420000;7.444461
55.430000;7.445133
55.440000;7.445804
55.450000;7.446476
55.460000;7.447147
55.470000;7.447818
55.480000;7.448490
55.490000;7.449161
55.500000;7.449832
55.510000;7.450503
55.520000;7.451174
55.530000;7.451845
55.540000;7.452516
55.550000;7.453187
55.560000;7.453858
55.570000;7.454529
55.580000;7.455200
55.590000;7.455870
55.600000;7.456541
55.610000;7.457211
55.620000;7.457882
55.630000;7.458552
55.640000;7.459222
55.650000;7.459893
55.660000;7.460563
55.670000;7.461233
55.680000;7.461903
55.690000;7.462573
55.700000;7.463243
55.710000;7.463913
55.720000;7.464583
55.730000;7.465253
55.740000;7.465923
55.750000;7.466592
55.760000;7.467262
55.770000;7.467931
55.780000;7.468601
55.790000;7.469270
55.800000;7.469940
55.810000;7.470609
55.820000;7.471278
55.830000;7.471948
55.840000;7.472617
55.850000;7.473286
55.860000;7.473955
55.870000;7.474624
55.880000;7.475293
55.890000;7.475961
55.900000;7.476630
55.910000;7.477299
55.920000;7.477968
55.930000;7.478636
55.940000;7.479305
55.950000;7.479973
55.960000;7.480642
55.970000;7.481310
55.980000;7.481978
55.990000;7.482647
56.000000;7.483315
56.010000;7.483983
56.020000;7.484651
56.030000;7.485319
56.040000;7.485987
56.050000;7.486655
56.060000;7.487323
56.070000;7.487990
56.080000;7.488658
56.090000;7.489326
56.100000;7.489993
56.110000;7.490661
56.120000;7.491328
56.130000;7.491996
56.140000;7.492663
56.150000;7.493330
56.160000;7.493998
56.170000;7.494665
56.180000;7.495332
56.190000;7.495999
56.200000;7.496666
56.210000;7.497333
56.220000;7.498000
56.230000;7.498667
56.240000;7.499333
56.250000;7.500000
56.260000;7.500667
56.270000;7.501333
56.280000;7.502000
56.290000;7.502666
56.300000;7.503333
56.310000;7.503999
56.320000;7.504665
56.330000;7.505331
56.340000;7.505998
56.350000;7.506664
56.360000;7.507330
56.370000;7.507996
56.380000;7.508662
56.390000;7.509328
56.400000;7.509993
56.410000;7.510659
56.420000;7.511325
56.430000;7.511990
56.440000;7.512656
56.450000;7.513322
56.460000;7.513987
56.470000;7.514652
56.480000;7.515318
56.490000;7.515983
56.500000;7.516648
56.510000;7.517313
56.520000;7.517978
56.530000;7.518643
56.540000;7.519308
56.550000;7.519973
56.560000;7.520638
56.570000;7.521303
56.580000;7.521968
56.590000;7.522633
56.600000;7.523297
56.610000;7.523962
56.620000;7.524626
56.630000;7.525291
56.640000;7.525955
56.650000;7.526619
56.660000;7.527284
56.670000;7.527948
56.680000;7.528612
56.690000;7.529276
56.700000;7.529940
56.710000;7.530604
56.720000;7.531268
56.730000;7.531932
56.740000;7.532596
56.750000;7.533260
56.760000;7.533923
56.770000;7.534587
56.780000;7.535250
56.790000;7.535914
56.800000;7.536577
56.810000;7.537241
56.820000;7.537904
56.830000;7.538568
56.840000;7.539231
56.850000;7.539894
56.860000;7.540557
56.870000;7.541220
56.880000;7.541883
56.890000;7.542546
56.900000;7.543209
56.910000;7.543872
56.920000;7.544534
56.930000;7.545197
56.940000;7.545860
56.950000;7.546522
56.960000;7.547185
56.970000;7.547847
56.980000;7.548510
56.990000;7.549172
57.000000;7.549834
57.010000;7.550497
57.020000;7.551159
57.030000;7.551821
57.040000;7.552483
57.050000;7.553145
57.060000;7.553807
57.070000;7.554469
57.080000;7.555131
57.090000;7.555792
57.100000;7.556454
57.110000;7.557116
57.120000;7.557777
57.130000;7.558439
57.140000;7.559100
57.150000;7.559762
57.160000;7.560423
57.170000;7.561085
57.180000;7.561746
57.190000;7.562407
57.200000;7.563068
57.210000;7.563729
57.220000;7.564390
57.230000;7.565051
57.240000;7.565712
57.250000;7.566373
57.260000;7.567034
57.270000;7.567694
57.280000;7.568355
57.290000;7.569016
57.300000;7.569676
57.310000;7.570337
57.320000;7.570997
57.330000;7.571658
57.340000;7.572318
57.350000;7.572978
57.360000;7.573638
57.370000;7.574299
57.380000;7.574959
57.390000;7.575619
57.400000;7.576279
57.410000;7.576939
57.420000;7.577599
57.430000;7.578258
57.440000;7.578918
57.450000;7.579578
57.460000;7.580237
57.470000;7.580897
57.480000;7.581557
57.490000;7.582216
57.500000;7.582875
57.510000;7.583535
57.520000;7.584194
57.530000;7.584853
57.540000;7.585513
57.550000;7.586172
57.560000;7.586831
57.570000;7.587490
57.580000;7.588149
57.590000;7.588808
57.600000;7.589466
57.610000;7.590125
57.620000;7.590784
57.630000;7.591443
57.640000;7.592101
57.650000;7.592760
57.660000;7.593418
57.670000;7.594077
57.680000;7.594735
57.690000;7.595393
57.700000;7.596052
57.710000;7.596710
57.720000;7.597368
57.730000;7.598026
57.740000;7.598684
57.750000;7.599342
57.760000;7.600000
57.770000;7.600658
57.780000;7.601316
57.790000;7.601973
57.800000;7.602631
57.810000;7.603289
57.820000;7.603946
57.830000;7.604604
57.840000;7.605261
57.850000;7.605919
57.860000;7.606576
57.870000;7.607233
57.880000;7.607891
57.890000;7.608548
57.900000;7.609205
57.910000;7.609862
57.920000;7.610519
57.930000;7.611176
57.940000;7.611833
57.950000;7.612490
57.960000;7.613147
57.970000;7.613803
57.980000;7.614460
57.990000;7.615117
58.000000;7.615773
58.010000;7.616430
58.020000;7.617086
58.030000;7.617742
58.040000;7.618399
58.050000;7.619055
58.060000;7.619711
58.070000;7.620367
58.080000;7.621024
58.090000;7.621680
58.100000;7.622336
58.110000;7.622992
58.120000;7.623647
58.130000;7.624303
58.140000;7.624959
58.150000;7.625615
58.160000;7.626270
58.170000;7.626926
58.180000;7.627582
58.190000;7.628237
58.200000;7.628892
58.210000;7.629548
58.220000;7.630203
58.230000;7.630858
58.240000;7.631514
58.250000;7.632169
58.260000;7.632824
58.270000;7.633479
58.280000;7.634134
58.290000;7.634789
58.300000;7.635444
58.310000;7.636098
58.320000;7.636753
58.330000;7.637408
58.340000;7.638063
58.350000;7.638717
58.360000;7.639372
58.370000;7.640026
58.380000;7.640681
58.390000;7.641335
58.400000;7.641989
58.410000;7.642644
58.420000;7.643298
58.430000;7.643952
58.440000;7.644606
58.450000;7.645260
58.460000;7.645914
58.470000;7.646568
58.480000;7.647222
58.490000;7.647876
58.500000;7.648529
58.510000;7.649183
58.520000;7.649837
58.530000;7.650490
58.540000;7.651144
58.550000;7.651797
58.560000;7.652451
58.570000;7.653104
58.580000;7.653757
58.590000;7.654410
58.600000;7.655064
58.610000;7.655717
58.620000;7.656370
58.630000;7.657023
58.640000;7.657676
58.650000;7.658329
58.660000;7.658982
58.670000;7.659634
58.680000;7.660287
58.690000;7.660940
58.700000;7.661593
58.710000;7.662245
58.720000;7.662898
58.730000;7.663550
58.740000;7.664203
58.750000;7.664855
58.760000;7.665507
58.770000;7.666159
58.780000;7.666812
58.790000;7.667464
58.800000;7.668116
58.810000;7.668768
58.820000;7.669420
58.830000;7.670072
58.840000;7.670724
58.850000;7.671375
58.860000;7.672027
58.870000;7.672679
58.880000;7.673330
58.890000;7.673982
58.900000;7.674634
58.910000;7.675285
58.920000;7.675936
58.930000;7.676588
58.940000;7.677239
58.950000;7.677890
58.960000;7.678542
58.970000;7.679193
58.980000;7.679844
58.990000;7.680495
59.000000;7.681146
59.010000;7.681797
59.020000;7.682448
59.030000;7.683098
59.040000;7.683749
59.050000;7.684400
59.060000;7.685050
59.070000;7.685701
59.080000;7.686352
59.090000;7.687002
59.100000;7.687652
59.110000;7.688303
59.120000;7.688953
59.130000;7.689603
59.140000;7.690254
59.150000;7.690904
59.160000;7.691554
59.170000;7.692204
59.180000;7.692854
59.190000;7.693504
59.200000;7.694154
59.210000;7.694803
59.220000;7.695453
59.230000;7.696103
59.240000;7.696753
59.250000;7.697402
59.260000;7.698052
59.270000;7.698701
59.280000;7.699351
59.290000;7.700000
59.300000;7.700649
59.310000;7.701299
59.320000;7.701948
59.330000;7.702597
59.340000;7.703246
59.350000;7.703895
59.360000;7.704544
59.370000;7.705193
59.380000;7.705842
59.390000;7.706491
59.400000;7.707140
59.410000;7.707788
59.420000;7.708437
59.430000;7.709086
59.440000;7.709734
59.450000;7.710383
59.460000;7.711031
59.470000;7.711679
59.480000;7.712328
59.490000;7.712976
59.500000;7.713624
59.510000;7.714272
59.520000;7.714921
59.530000;7.715569
59.540000;7.716217
59.550000;7.716865
59.560000;7.717513
59.570000;7.718160
59.580000;7.718808
59.590000;7.719456
59.600000;7.720104
59.610000;7.720751
59.620000;7.721399
59.630000;7.722046
59.640000;7.722694
59.650000;7.723341
59.660000;7.723989
59.670000;7.724636
59.680000;7.725283
59.690000;7.725930
59.700000;7.726578
59.710000;7.727225
59.720000;7.727872
59.730000;7.728519
59.740000;7.729166
59.750000;7.729812
59.760000;7.730459
59.770000;7.731106
59.780000;7.731753
59.790000;7.732399
59.800000;7.733046
59.810000;7.733693
59.820000;7.734339
59.830000;7.734985
59.840000;7.735632
59.850000;7.736278
59.860000;7.736924
59.870000;7.737571
59.880000;7.738217
59.890000;7.738863
59.900000;7.739509
59.910000;7.740155
59.920000;7.740801
59.930000;7.741447
59.940000;7.742093
59.950000;7.742739
59.960000;7.743384
59.970000;7.744030
59.980000;7.744676
59.990000;7.745321
60.000000;7.745967
60.010000;7.746612
60.020000;7.747258
60.030000;7.747903
60.040000;7.748548
60.050000;7.749194
60.060000;7.749839
60.070000;7.750484
60.080000;7.751129
60.090000;7.751774
60.100000;7.752419
60.110000;7.753064
60.120000;7.753709
60.130000;7.754354
60.140000;7.754998
60.150000;7.755643
60.160000;7.756288
60.170000;7.756932
60.180000;7.757577
60.190000;7.758221
60.200000;7.758866
60.210000;7.759510
60.220000;7.760155
60.230000;7.760799
60.240000;7.761443
60.250000;7.762087
60.260000;7.762731
60.270000;7.763376
60.280000;7.764020
60.290000;7.764664
60.300000;7.765307
60.310000;7.765951
60.320000;7.766595
60.330000;7.767239
60.340000;7.767883
60.350000;7.768526
60.360000;7.769170
60.370000;7.769813
60.380000;7.770457
60.390000;7.771100
60.400000;7.771744
60.410000;7.772387
60.420000;7.773030
60.430000;7.773674
60.440000;7.774317
60.450000;7.774960
60.460000;7.775603
60.470000;7.776246
60.480000;7.776889
60.490000;7.777532
60.500000;7.778175
60.510000;7.778817
60.520000;7.779460
60.530000;7.780103
60.540000;7.780745
60.550000;7.781388
60.560000;7.782031
60.570000;7.782673
60.580000;7.783315
60.590000;7.783958
60.600000;7.784600
60.610000;7.785242
60.620000;7.785885
60.630000;7.786527
60.640000;7.787169
60.650000;7.787811
60.660000;7.788453
60.670000;7.789095
60.680000;7.789737
60.690000;7.790379
60.700000;7.791020
60.710000;7.791662
60.720000;7.792304
60.730000;7.792946
60.740000;7.793587
60.750000;7.794229
60.760000;7.794870
60.770000;7.795512
60.780000;7.796153
60.790000;7.796794
60.800000;7.797435
60.810000;7.798077
60.820000;7.798718
60.830000;7.799359
60.840000;7.800000
60.850000;7.800641
60.860000;7.801282
60.870000;7.801923
60.880000;7.802564
60.890000;7.803204
60.900000;7.803845
60.910000;7.804486
60.920000;7.805127
60.930000;7.805767
60.940000;7.806408
60.950000;7.807048
60.960000;7.807689
60.970000;7.808329
60.980000;7.808969
60.990000;7.809609
61.000000;7.810250
61.010000;7.810890
61.020000;7.811530
61.030000;7.812170
61.040000;7.812810
61.050000;7.813450
61.060000;7.814090
61.070000;7.814730
61.080000;7.815369
61.090000;7.816009
61.100000;7.816649
61.110000;7.817289
61.120000;7.817928
61.130000;7.818568
61.140000;7.819207
61.150000;7.819847
61.160000;7.820486
61.170000;7.821125
61.180000;7.821765
61.190000;7.822404
61.200000;7.823043
61.210000;7.823682
61.220000;7.824321
61.230000;7.824960
61.240000;7.825599
61.250000;7.826238
61.260000;7.826877
61.270000;7.827516
61.280000;7.828154
61.290000;7.828793
61.300000;7.829432
61.310000;7.830070
61.320000;7.830709
61.330000;7.831347
61.340000;7.831986
61.350000;7.832624
61.360000;7.833262
61.370000;7.833901
61.380000;7.834539
61.390000;7.835177
61.400000;7.835815
61.410000;7.836453
61.420000;7.837091
61.430000;7.837729
61.440000;7.838367
61.450000;7.839005
61.460000;7.839643
61.470000;7.840281
61.480000;7.840918
61.490000;7.841556
61.500000;7.842194
61.510000;7.842831
61.520000;7.843469
61.530000;7.844106
61.540000;7.844743
61.550000;7.845381
61.560000;7.846018
61.570000;7.846655
61.580000;7.847293
61.590000;7.847930
61.600000;7.848567
61.610000;7.849204
61.620000;7.849841
61.630000;7.850478
61.640000;7.851115
61.650000;7.851751
61.660000;7.852388
61.670000;7.853025
61.680000;7.853662
61.690000;7.854298
61.700000;7.854935
61.710000;7.855571
61.720000;7.856208
61.730000;7.856844
61.740000;7.857481
61.750000;7.858117
61.760000;7.858753
61.770000;7.859389
61.780000;7.860025
61.790000;7.860662
61.800000;7.861298
61.810000;7.861934
61.820000;7.862570
61.830000;7.863205
61.840000;7.863841
61.850000;7.864477
61.860000;7.865113
61.870000;7.865749
61.880000;7.866384
61.890000;7.867020
61.900000;7.867655
61.910000;7.868291
61.920000;7.868926
61.930000;7.869562
61.940000;7.870197
61.950000;7.870832
61.960000;7.871467
61.970000;7.872103
61.980000;7.872738
61.990000;7.873373
62.000000;7.874008
62.010000;7.874643
62.020000;7.875278
62.030000;7.875913
62.040000;7.876547
62.050000;7.877182
62.060000;7.877817
62.070000;7.878452
62.080000;7.879086
62.090000;7.879721
62.100000;7.880355
62.110000;7.880990
62.120000;7.881624
62.130000;7.882259
62.140000;7.882893
62.150000;7.883527
62.160000;7.884161
62.170000;7.884795
62.180000;7.885430
62.190000;7.886064
62.200000;7.886698
62.210000;7.887332
62.220000;7.887966
62.230000;7.888599
62.240000;7.889233
62.250000;7.889867
62.260000;7.890501
62.270000;7.891134
62.280000;7.891768
62.290000;7.892401
62.300000;7.893035
62.310000;7.893668
62.320000;7.894302
62.330000;7.894935
62.340000;7.895568
62.350000;7.896202
62.360000;7.896835
62.370000;7.897468
62.380000;7.898101
62.390000;7.898734
62.400000;7.899367
62.410000;7.900000
62.420000;7.900633
62.430000;7.901266
62.440000;7.901899
62.450000;7.902531
62.460000;7.903164
62.470000;7.903797
62.480000;7.904429
62.490000;7.905062
62.500000;7.905694
62.510000;7.906327
62.520000;7.906959
62.530000;7.907591
62.540000;7.908224
62.550000;7.908856
62.560000;7.909488
62.570000;7.910120
62.580000;7.910752
62.590000;7.911384
62.600000;7.912016
62.610000;7.912648
62.620000;7.913280
62.630000;7.913912
62.640000;7.914544
62.650000;7.915175
62.660000;7.915807
62.670000;7.916439
62.680000;7.917070
62.690000;7.917702
62.700000;7.918333
62.710000;7.918965
62.720000;7.919596
62.730000;7.920227
62.740000;7.920859
62.750000;7.921490
62.760000;7.922121
62.770000;7.922752
62.780000;7.923383
62.790000;7.924014
62.800000;7.924645
62.810000;7.925276
62.820000;7.925907
62.830000;7.926538
62.840000;7.927168
62.850000;7.927799
62.860000;7.928430
62.870000;7.929060
62.880000;7.929691
62.890000;7.930322
62.900000;7.930952
62.910000;7.931582
62.920000;7.932213
62.930000;7.932843
62.940000;7.933473
62.950000;7.934104
62.960000;7.934734
62.970000;7.935364
62.980000;7.935994
62.990000;7.936624
63.000000;7.937254
63.010000;7.937884
63.020000;7.938514
63.030000;7.939144
63.040000;7.939773
63.050000;7.940403
63.060000;7.941033
63.070000;7.941662
63.080000;7.942292
63.090000;7.942921
63.100000;7.943551
63.110000;7.944180
63.120000;7.944810
63.130000;7.945439
63.140000;7.946068
63.150000;7.946697
63.160000;7.947327
63.170000;7.947956
63.180000;7.948585
63.190000;7.949214
63.200000;7.949843
63.210000;7.950472
63.220000;7.951101
63.230000;7.951729
63.240000;7.952358
63.250000;7.952987
63.260000;7.953616
63.270000;7.954244
63.280000;7.954873
63.290000;7.955501
63.300000;7.956130
63.310000;7.956758
63.320000;7.957387
63.330000;7.958015
63.340000;7.958643
63.350000;7.959271
63.360000;7.959899
63.370000;7.960528
63.380000;7.961156
63.390000;7.961784
63.400000;7.962412
63.410000;7.963040
63.420000;7.963667
63.430000;7.964295
63.440000;7.964923
63.450000;7.965551
63.460000;7.966179
63.470000;7.966806
63.480000;7.967434
63.490000;7.968061
63.500000;7.968689
63.510000;7.969316
63.520000;7.969944
63.530000;7.970571
63.540000;7.971198
63.550000;7.971825
63.560000;7.972453
63.570000;7.973080
63.580000;7.973707
63.590000;7.974334
63.600000;7.974961
63.610000;7.975588
63.620000;7.976215
63.630000;7.976841
63.640000;7.977468
63.650000;7.978095
63.660000;7.978722
63.670000;7.979348
63.680000;7.979975
63.690000;7.980601
63.700000;7.981228
63.710000;7.981854
63.720000;7.982481
63.730000;7.983107
63.740000;7.983733
63.750000;7.984360
63.760000;7.984986
63.770000;7.985612
63.780000;7.986238
63.790000;7.986864
63.800000;7.987490
63.810000;7.988116
63.820000;7.988742
63.830000;7.989368
63.840000;7.989994
63.850000;7.990620
63.860000;7.991245
63.870000;7.991871
63.880000;7.992496
63.890000;7.993122
63.900000;7.993748
63.910000;7.994373
63.920000;7.994998
63.930000;7.995624
63.940000;7.996249
63.950000;7.996874
63.960000;7.997500
63.970000;7.998125
63.980000;7.998750
63.990000;7.999375
64.000000;8.000000
64.010000;8.000625
64.020000;8.001250
64.030000;8.001875
64.040000;8.002500
64.050000;8.003124
64.060000;8.003749
64.070000;8.004374
64.080000;8.004998
64.090000;8.005623
64.100000;8.006248
64.110000;8.006872
64.120000;8.007496
64.130000;8.008121
64.140000;8.008745
64.150000;8.009370
64.160000;8.009994
64.170000;8.010618
64.180000;8.011242
64.190000;8.011866
64.200000;8.012490
64.210000;8.013114
64.220000;8.013738
64.230000;8.014362
64.240000;8.014986
64.250000;8.015610
64.260000;8.016234
64.270000;8.016857
64.280000;8.017481
64.290000;8.018105
64.300000;8.018728
64.310000;8.019352
64.320000;8.019975
64.330000;8.020598
64.340000;8.021222
64.350000;8.021845
64.360000;8.022468
64.370000;8.023092
64.380000;8.023715
64.390000;8.024338
64.400000;8.024961
64.410000;8.025584
64.420000;8.026207
64.430000;8.026830
64.440000;8.027453
64.450000;8.028076
64.460000;8.028699
64.470000;8.029321
64.480000;8.029944
64.490000;8.030567
64.500000;8.031189
64.510000;8.031812
64.520000;8.032434
64.530000;8.033057
64.540000;8.033679
64.550000;8.034301
64.560000;8.034924
64.570000;8.035546
64.580000;8.036168
64.590000;8.036790
64.600000;8.037413
64.610000;8.038035
64.620000;8.038657
64.630000;8.039279
64.640000;8.039900
